school,county,school_new,county_new
ROBINSWOOD MIDDLE,ORANGE,ROBINSWOOD MIDDLE,ORANGE
ROBLES ELEMENTARY SCHOOL,HILLSBOROUGH,ROBLES ELEMENTARY SCHOOL,HILLSBOROUGH
ROCHELLE SCHOOL OF THE ARTS,POLK,ROCHELLE SCHOOL OF THE ARTS,POLK
ROCK CRUSHER ELEMENTARY SCHOOL,CITRUS,ROCK CRUSHER ELEMENTARY SCHOOL,CITRUS
ROCK ISLAND ADMINISTRATIVE CENTER,BROWARD,ROCK ISLAND ADMINISTRATIVE CENTER,BROWARD
ROCK ISLAND ELEMENTARY SCHOOL,BROWARD,ROCK ISLAND ELEMENTARY SCHOOL,BROWARD
ROCK LAKE ELEMENTARY,ORANGE,ROCK LAKE ELEMENTARY SCHOOL,ORANGE
ROCK LAKE MIDDLE SCHOOL,SEMINOLE,ROCK LAKE MIDDLE SCHOOL,SEMINOLE
ROCK SOLID CHRISTIAN ACADEMY,OKEECHOBEE,ROCK SOLID CHRISTIAN ACADEMY,OKEECHOBEE
ROCK SPRINGS ELEMENTARY,ORANGE,ROCK SPRINGS ELEMENTARY SCHOOL,ORANGE
ROCKLEDGE SENIOR HIGH SCHOOL,BREVARD,ROCKLEDGE SENIOR HIGH SCHOOL,BREVARD
ROCKWAY ELEMENTARY SCHOOL,MIAMI-DADE,ROCKWAY ELEMENTARY SCHOOL,MIAMI-DADE
ROCKWAY MIDDLE SCHOOL,MIAMI-DADE,ROCKWAY MIDDLE SCHOOL,MIAMI-DADE
ROCKY BAYOU CHRISTIAN SCHOOL CRESTVIEW,OKALOOSA,ROCKY BAYOU CHRISTIAN SCHOOL CRESTVIEW,OKALOOSA
ROCKY BAYOU CHRISTIAN SCHOOL NFCEA,OKALOOSA,ROCKY BAYOU CHRISTIAN SCHOOL NFCEA,OKALOOSA
RODGERS MIDDLE MAGNET SCHOOL,HILLSBOROUGH,RODGERS MIDDLE MAGNET SCHOOL,HILLSBOROUGH
RODNEY B. COX ELEMENTARY SCHOOL,PASCO,RODNEY B. COX ELEMENTARY SCHOOL,PASCO
ROHR BAIS CHAYA ACADEMY,BROWARD,ROHR BAIS CHAYA ACADEMY,BROWARD
ROHR MIDDLE SCHOOL,MIAMI-DADE,ROHR MIDDLE SCHOOL,MIAMI-DADE
ROLAND PARK K-8 MAGNET SCHOOL,HILLSBOROUGH,ROLAND PARK K-8 MAGNET SCHOOL,HILLSBOROUGH
ROLLING GREEN ELEMENTARY SCHOOL,PALM BEACH,ROLLING GREEN ELEMENTARY SCHOOL,PALM BEACH
ROLLING HILLS ELEMENTARY,ORANGE,ROLLING HILLS ELEMENTARY SCHOOL,ORANGE
ROLLINS COLLEGE,ORANGE,ROLLINS COLLEGE,ORANGE
ROMEO ELEMENTARY SCHOOL,MARION,ROMEO ELEMENTARY SCHOOL,MARION
RONALD MCNAIR MAGNET MIDDLE SCHOOL,BREVARD,RONALD MCNAIR MAGNET MIDDLE SCHOOL,BREVARD
RONALD MCNAIR MIDDLE SCHOOL,BREVARD,RONALD MCNAIR MIDDLE SCHOOL,BREVARD
RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,MIAMI-DADE,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,MIAMI-DADE
RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL (DORAL),MIAMI-DADE,RONALD W. REAGAN/DORAL SENIOR HIGH SCHOOL,MIAMI-DADE
ROOSEVELT ACADEMY,POLK,ROOSEVELT ACADEMY,POLK
ROOSEVELT ELEMENTARY SCHOOL,HILLSBOROUGH,ROOSEVELT ELEMENTARY SCHOOL,HILLSBOROUGH
ROOSEVELT ELEMENTARY SCHOOL,PALM BEACH,ROOSEVELT ELEMENTARY SCHOOL,PALM BEACH
ROOSEVELT MIDDLE SCHOOL,PALM BEACH,ROOSEVELT MIDDLE SCHOOL,PALM BEACH
ROSABELLE W. BLAKE ACADEMY,POLK,ROSABELLE W. BLAKE ACADEMY,POLK
ROSARIAN ACADEMY,PALM BEACH,ROSARIAN ACADEMY,PALM BEACH
ROSEMONT ACADEMY,MIAMI-DADE,ROSEMONT ACADEMY,MIAMI-DADE
ROSEMONT ELEMENTARY,ORANGE,ROSEMONT ELEMENTARY SCHOOL,ORANGE
ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIEN,MIAMI-DADE,ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIENCE,MIAMI-DADE
ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIENCE,MIAMI-DADE,ROSENSTIEL SCHOOL OF MARINE AND ATMOSPHERIC SCIENCE,MIAMI-DADE
ROSENWALD ELEMENTARY SCHOOL,PALM BEACH,ROSENWALD ELEMENTARY SCHOOL,PALM BEACH
ROSENWALD HIGH SCHOOL,BAY,ROSENWALD HIGH SCHOOL,BAY
ROSEWOOD MAGNET SCHOOL,INDIAN RIVER,ROSEWOOD MAGNET SCHOOL,INDIAN RIVER
ROSS UNIVERSITY SCHOOL OF MEDICINE,BROWARD,ROSS UNIVERSITY SCHOOL OF MEDICINE,BROWARD
ROULHAC MIDDLE SCHOOL,WASHINGTON,ROULHAC MIDDLE SCHOOL,WASHINGTON
ROUND LAKE ELEMENTARY SCHOOL,LAKE,ROUND LAKE ELEMENTARY SCHOOL,LAKE
ROWLETT MIDDLE ACADEMY,MANATEE,ROWLETT MIDDLE ACADEMY,MANATEE
ROY ALLEN ELEMENTARY SCHOOL,BREVARD,ROY ALLEN ELEMENTARY SCHOOL,BREVARD
ROYAL GREEN ELEMENTARY SCHOOL,MIAMI-DADE,ROYAL GREEN ELEMENTARY SCHOOL,MIAMI-DADE
ROYAL KIDS ACADEMY,MIAMI-DADE,ROYAL KIDS ACADEMY,MIAMI-DADE
ROYAL PALM ACADEMY,COLLIER,ROYAL PALM ACADEMY,COLLIER
ROYAL PALM BEACH COMMUNITY HIGH SCHOOL,PALM BEACH,ROYAL PALM BEACH COMMUNITY HIGH SCHOOL,PALM BEACH
ROYAL PALM BEACH ELEMENTARY SCHOOL,PALM BEACH,ROYAL PALM BEACH ELEMENTARY SCHOOL,PALM BEACH
ROYAL PALM BEACH HIGH ADULT,PALM BEACH,ROYAL PALM BEACH HIGH ADULT,PALM BEACH
ROYAL PALM BEACH HIGH SCHOOL,PALM BEACH,ROYAL PALM BEACH HIGH SCHOOL,PALM BEACH
ROYAL PALM CHARTER SCHOOL,BREVARD,ROYAL PALM CHARTER SCHOOL,BREVARD
ROYAL PALM ELEMENTARY,PALM BEACH,ROYAL PALM ELEMENTARY SCHOOL,PALM BEACH
ROYAL PALM ELEMENTARY SCHOOL,BROWARD,ROYAL PALM ELEMENTARY SCHOOL,BROWARD
ROYAL PALM ELEMENTARY SCHOOL,MIAMI-DADE,ROYAL PALM ELEMENTARY SCHOOL,MIAMI-DADE
ROYAL PALM EXCEPTIONAL CENTER,LEE,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,LEE
ROYAL PALM EXCEPTIONAL SCHOOL CENTER,LEE,ROYAL PALM EXCEPTIONAL SCHOOL CENTER,LEE
ROYAL PALM MONTESSORI,UNKNOWN,ROYAL PALM MONTESSORI,PALM BEACH
ROYAL PALM SCHOOL,PALM BEACH,ROYAL PALM SCHOOL,PALM BEACH
RUBEN DARIO MIDDLE SCHOOL,MIAMI-DADE,RUBEN DARIO MIDDLE SCHOOL,MIAMI-DADE
RUCKLE MIDDLE SCHOOL,OKALOOSA,RUCKLE MIDDLE SCHOOL,OKALOOSA
RUEDIGER ELEMENTARY SCHOOL,LEON,RUEDIGER ELEMENTARY SCHOOL,LEON
RUFUS E. PAYNE ELEMENTARY SCHOOL,DUVAL,RUFUS E. PAYNE ELEMENTARY SCHOOL,DUVAL
RUSKIN ELEMENTARY SCHOOL,HILLSBOROUGH,RUSKIN ELEMENTARY SCHOOL,HILLSBOROUGH
RUTH AND EDWARD TAUBMAN EARLY CHILDHOOD CEN,PALM BEACH,RUTH AND EDWARD TAUBMAN EARLY CHILDHOOD CENTER,PALM BEACH
RUTH K. BROAD BAY HARBOR K-8 CENTER,MIAMI-DADE,RUTH K. BROAD BAY HARBOR K-8 CENTER,MIAMI-DADE
RUTH N. UPSON ELEMENTARY SCHOOL,DUVAL,RUTH N. UPSON ELEMENTARY SCHOOL,DUVAL
RUTH OWEN KRUSE EDUCATION CENTER,UNKNOWN,RUTH OWENS KRUSE EDUCATION CENTER,MIAMI-DADE
RUTH OWENS KRUSE EDUCATION CENTER,MIAMI-DADE,RUTH OWENS KRUSE EDUCATION CENTER,MIAMI-DADE
RUTH RAINS MIDDLE SCHOOL,DIXIE,RUTH RAINS MIDDLE SCHOOL,DIXIE
RUTHERFORD HIGH SCHOOL,BAY,RUTHERFORD HIGH SCHOOL,BAY
RUTLEDGE H. PEARSON ELEMENTARY SCHOOL,DUVAL,RUTLEDGE H. PEARSON ELEMENTARY SCHOOL,DUVAL
RYMFIRE ELEMENTARY SCHOOL,FLAGLER,RYMFIRE ELEMENTARY SCHOOL,FLAGLER
S BRYAN JENNINGS ELEMENTARY SCHOOL,CLAY,S BRYAN JENNINGS ELEMENTARY SCHOOL,CLAY
S. A. HULL ELEMENTARY SCHOOL,DUVAL,S. A. HULL ELEMENTARY SCHOOL,DUVAL
S. D. SPADY ELEMENTARY SCHOOL,PALM BEACH,S. D. SPADY ELEMENTARY SCHOOL,PALM BEACH
S. S. DIXON INTERMEDIATE SCHOOL,SANTA ROSA,S. S. DIXON INTERMEDIATE SCHOOL,SANTA ROSA
S. S. DIXON PRIMARY SCHOOL,SANTA ROSA,S. S. DIXON PRIMARY SCHOOL,SANTA ROSA
S.A.L.T ACADEMY,PALM BEACH,S.A.L.T ACADEMY,PALM BEACH
S.L. JONES CHRISTIAN ACADEMY,ESCAMBIA,S.L. JONES CHRISTIAN ACADEMY,ESCAMBIA
S.O.U.L. ACADEMY INC.,BROWARD,S.O.U.L. ACADEMY INC.,BROWARD
SABAL ELEMENTARY SCHOOL,BREVARD,SABAL ELEMENTARY SCHOOL,BREVARD
SABAL PALM ELEMENTARY SCHOOL,COLLIER,SABAL PALM ELEMENTARY SCHOOL,COLLIER
SABAL PALM ELEMENTARY SCHOOL,DUVAL,SABAL PALM ELEMENTARY SCHOOL,DUVAL
SABAL PALM ELEMENTARY SCHOOL,LEON,SABAL PALM ELEMENTARY SCHOOL,LEON
SABAL POINT ELEMENTARY SCHOOL,SEMINOLE,SABAL POINT ELEMENTARY SCHOOL,SEMINOLE
SACRED HEART,DUVAL,SACRED HEART,DUVAL
SACRED HEART,VOLUSIA,SACRED HEART,VOLUSIA
SACRED HEART CATHEDRAL SCHOOL,ESCAMBIA,SACRED HEART CATHEDRAL SCHOOL,ESCAMBIA
SACRED HEART CATHOLIC SCHOOL,PINELLAS,SACRED HEART CATHOLIC SCHOOL,PINELLAS
SACRED HEART SCHOOL,PALM BEACH,SACRED HEART SCHOOL,PALM BEACH
SADDLEBROOK PREPARATORY SCHOOL,PASCO,SADDLEBROOK PREPARATORY SCHOOL,PASCO
SADDLEWOOD ELEMENTARY SCHOOL,MARION,SADDLEWOOD ELEMENTARY SCHOOL,MARION
SADIE T. TILLIS ELEMENTARY SCHOOL,DUVAL,SADIE T. TILLIS ELEMENTARY SCHOOL,DUVAL
SADLER ELEMENTARY,ORANGE,SADLER ELEMENTARY SCHOOL,ORANGE
SAFETY HARBOR ELEMENTARY SCHOOL,PINELLAS,SAFETY HARBOR ELEMENTARY SCHOOL,PINELLAS
SAFETY HARBOR MIDDLE SCHOOL,PINELLAS,SAFETY HARBOR MIDDLE SCHOOL,PINELLAS
SAFETY HARBOR MONTESSORI ACADEMY,PINELLAS,SAFETY HARBOR MONTESSORI ACADEMY,PINELLAS
SAGEMONT GLOBAL EDUCATION - LOWER CAMPUS,BROWARD,SAGEMONT GLOBAL EDUCATION - LOWER CAMPUS,BROWARD
SAGEMONT GLOBAL EDUCATION - UPPER CAMPUS,BROWARD,SAGEMONT GLOBAL EDUCATION - UPPER CAMPUS,BROWARD
SAIL,LEON,SAIL,LEON
SAINT,UNKNOWN,,
SAINT AGATHA SCHOOL,MIAMI-DADE,ST. AGATHA SCHOOL,MIAMI-DADE
SAINT AGNES ACADEMY,MIAMI-DADE,ST. AGNES ACADEMY,MIAMI-DADE
SAINT AMBROSE,BROWARD,ST. AMBROSE,BROWARD
SAINT ANASTASIA CATHOLIC SCHOOL,ST. LUCIE,ST. ANASTASIA CATHOLIC SCHOOL,ST. LUCIE
SAINT ANDREW CATHOLIC,LEE,ST. ANDREW CATHOLIC,LEE
SAINT ANDREW CATHOLIC SCHOOL,BROWARD,ST. ANDREW CATHOLIC SCHOOL,BROWARD
SAINT ANDREW'S SCHOOL,PALM BEACH,ST. ANDREW'S SCHOOL,PALM BEACH
SAINT ANN SCHOOL,COLLIER,ST. ANN SCHOOL,COLLIER
SAINT ANTHONY CATHOLIC SCHOOL,PASCO,ST. ANTHONY CATHOLIC SCHOOL,PASCO
SAINT ANTHONY CATHOLIC SCHOOL,POLK,ST. ANTHONY CATHOLIC SCHOOL,POLK
SAINT ANTHONY SCHOOL,BROWARD,ST. ANTHONY SCHOOL,BROWARD
SAINT BARNABAS EPISCOPAL SCHOOL,VOLUSIA,ST. BARNABAS EPISCOPAL SCHOOL,VOLUSIA
SAINT BARTHOLOMEW SCHOOL,BROWARD,ST. BARTHOLOMEW SCHOOL,BROWARD
SAINT BONAVENTURE CATHOLIC SCHOOL,BROWARD,ST. BONAVENTURE CATHOLIC SCHOOL,BROWARD
SAINT BRENDAN CATHOLIC SCHOOL,VOLUSIA,ST. BRENDAN CATHOLIC SCHOOL,VOLUSIA
SAINT BRENDAN ELEMENTARY SCHOOL,MIAMI-DADE,ST. BRENDAN ELEMENTARY SCHOOL,MIAMI-DADE
SAINT BRENDAN HIGH SCHOOL,MIAMI-DADE,ST. BRENDAN HIGH SCHOOL,MIAMI-DADE
SAINT CECELIA INTERPAROCHIAL,PINELLAS,ST. CECELIA INTERPAROCHIAL,PINELLAS
SAINT CHARLES BORROMEO PARISH SCHOOL,ORANGE,ST. CHARLES BORROMEO PARISH SCHOOL,ORANGE
SAINT CLOUD CHRISTIAN PREPARATORY SCHOOL,OSCEOLA,ST. CLOUD PREPARATORY ACADEMY,OSCEOLA
SAINT COLEMAN SCHOOL,BROWARD,ST. COLEMAN SCHOOL,BROWARD
SAINT DAVID CATHOLIC SCHOOL,BROWARD,ST. DAVID CATHOLIC SCHOOL,BROWARD
SAINT EDWARD'S SCHOOL,INDIAN RIVER,ST. EDWARD'S SCHOOL,INDIAN RIVER
SAINT ELIZABETH ANN SETON,COLLIER,ST. ELIZABETH ANN SETON,COLLIER
SAINT FRANCIS CATHOLIC HIGH SCHOOL,ALACHUA,ST. FRANCIS CATHOLIC HIGH SCHOOL,ALACHUA
SAINT FRANCIS XAVIER,LEE,ST. FRANCIS XAVIER,LEE
SAINT HELEN CATHOLIC SCHOOL,BROWARD,ST. HELEN CATHOLIC SCHOOL,BROWARD
SAINT HELEN CATHOLIC SCHOOL,INDIAN RIVER,ST. HELEN CATHOLIC SCHOOL,INDIAN RIVER
SAINT HUGH,MIAMI-DADE,ST. HUGH,MIAMI-DADE
SAINT JAMES CATHOLIC SCHOOL,MIAMI-DADE,ST. JAMES CATHOLIC SCHOOL,MIAMI-DADE
SAINT JEROME CATHOLIC SCHOOL,BROWARD,ST. JEROME CATHOLIC SCHOOL,BROWARD
SAINT JOAN OF ARC,PALM BEACH,ST. JOAN OF ARC,PALM BEACH
SAINT JOHN LUTHERAN SCHOOL,MARION,ST. JOHN LUTHERAN SCHOOL,MARION
SAINT JOHN NEUMANN CATHOLIC HIGH SCHOOL INC.,COLLIER,ST. JOHN NEUMANN CATHOLIC HIGH SCHOOL INC.,COLLIER
SAINT JOHN NEUMANN SCHOOL,MIAMI-DADE,ST. JOHN NEUMANN SCHOOL,MIAMI-DADE
SAINT JOHN PAUL II ACADEMY,PALM BEACH,ST. JOHN PAUL II ACADEMY,PALM BEACH
SAINT JOHN PAUL II CATHOLIC SCHOOL,CITRUS,ST. JOHN PAUL II CATHOLIC SCHOOL,CITRUS
SAINT JOHN THE APOSTLE SCHOOL,MIAMI-DADE,ST. JOHN THE APOSTLE SCHOOL,MIAMI-DADE
SAINT JOHN THE EVANGELIST,ESCAMBIA,ST. JOHN THE EVANGELIST,ESCAMBIA
SAINT JOHN VIANNEY CATHOLIC SCHOOL,PINELLAS,ST. JOHN VIANNEY CATHOLIC SCHOOL,PINELLAS
SAINT JOHN VIANNEY COLLEGE SEMINARY,MIAMI-DADE,ST. JOHN VIANNEY COLLEGE SEMINARY,MIAMI-DADE
SAINT JOHN VIANNEY SCHOOL,ORANGE,ST. JOHN VIANNEY SCHOOL,ORANGE
SAINT JOHNS ACADEMY,UNKNOWN,ST. JOHN'S ACADEMY,ST. JOHNS
SAINT JOHNS EPISCOPAL PARISH DAY SCHOOL,HILLSBOROUGH,ST. JOHNS EPISCOPAL PARISH DAY SCHOOL,HILLSBOROUGH
SAINT JOHNS EPISCOPAL SCHOOL,MIAMI-DADE,ST. JOHNS EPISCOPAL SCHOOL,MIAMI-DADE
SAINT JOSEPH CATHOLIC SCHOOL,BREVARD,ST. JOSEPH CATHOLIC SCHOOL,BREVARD
SAINT JOSEPH CATHOLIC SCHOOL,MANATEE,ST. JOSEPH CATHOLIC SCHOOL,MANATEE
SAINT JOSEPH CATHOLIC SCHOOL,MARTIN,ST. JOSEPH CATHOLIC SCHOOL,MARTIN
SAINT JOSEPH CATHOLIC SCHOOL,POLK,ST. JOSEPH CATHOLIC SCHOOL,POLK
SAINT JOSEPH PARISH SCHOOL,HILLSBOROUGH,ST. JOSEPH PARISH SCHOOL,HILLSBOROUGH
SAINT JOSEPH SCHOOL,DUVAL,ST. JOSEPH SCHOOL,DUVAL
SAINT JOSEPH'S EPISCOPAL SCHOOL,PALM BEACH,ST. JOSEPH'S EPISCOPAL SCHOOL,PALM BEACH
SAINT JUDE CATHEDRAL SCHOOL,PINELLAS,ST. JUDE CATHEDRAL SCHOOL,PINELLAS
SAINT JUDE CATHOLIC SCHOOL,PALM BEACH,ST. JUDE CATHOLIC SCHOOL,PALM BEACH
SAINT JULIANA,PALM BEACH,ST. JULIANA,PALM BEACH
SAINT KEVIN CATHOLIC SCHOOL,MIAMI-DADE,ST. KEVIN CATHOLIC SCHOOL,MIAMI-DADE
SAINT LAWRENCE CATHOLIC SCHOOL,HILLSBOROUGH,ST. LAWRENCE CATHOLIC SCHOOL,HILLSBOROUGH
SAINT LAWRENCE SCHOOL,MIAMI-DADE,ST. LAWRENCE SCHOOL,MIAMI-DADE
SAINT LEO UNIVERSITY,PASCO,ST. LEO UNIVERSITY,PASCO
SAINT LEO UNIVERSITY,UNKNOWN,ST. LEO UNIVERSITY,PASCO
SAINT LOUIS COVENANT SCHOOL,MIAMI-DADE,ST. LOUIS COVENANT SCHOOL,MIAMI-DADE
SAINT LUKE CATHOLIC,PALM BEACH,ST. LUKE CATHOLIC,PALM BEACH
SAINT MARGARET MARY,ORANGE,ST. MARGARET MARY,ORANGE
SAINT MARK CATHOLIC SCHOOL,BROWARD,ST. MARK CATHOLIC SCHOOL,BROWARD
SAINT MARK'S EPISCOPAL ACADEMY,BREVARD,ST. MARK'S EPISCOPAL ACADEMY,BREVARD
SAINT MARK'S EPISCOPAL SCHOOL,PALM BEACH,ST. MARK'S EPISCOPAL SCHOOL,PALM BEACH
SAINT MARKS EPISCOPAL SCHOOL,BROWARD,ST. MARKS EPISCOPAL SCHOOL,BROWARD
SAINT MARTHA,SARASOTA,ST. MARTHA,SARASOTA
SAINT MARY SCHOOL,OKALOOSA,ST. MARY SCHOOL,OKALOOSA
SAINT MARYS CATHEDRAL,MIAMI-DADE,ST. MARYS CATHEDRAL,MIAMI-DADE
SAINT MARYS CATHOLIC SCHOOL,BREVARD,ST. MARYS CATHOLIC SCHOOL,BREVARD
SAINT MARYS EPISCOPAL DAY SCHOOL,HILLSBOROUGH,ST. MARYS EPISCOPAL DAY SCHOOL,HILLSBOROUGH
SAINT MATTHEWS CATHOLIC SCHOOL,DUVAL,ST. MATTHEWS CATHOLIC SCHOOL,DUVAL
SAINT MICHAEL LUTHERAN SCHOOL,LEE,ST. MICHAEL LUTHERAN SCHOOL,LEE
SAINT MICHAEL THE ARCHANGEL,MIAMI-DADE,ST. MICHAEL THE ARCHANGEL,MIAMI-DADE
SAINT PATRICK INTERPARISH SCHOOL,ALACHUA,ST. PATRICK INTERPARISH SCHOOL,ALACHUA
SAINT PATRICK SCHOOL,MIAMI-DADE,ST. PATRICK SCHOOL,MIAMI-DADE
SAINT PATRICK SCHOOL,PINELLAS,ST. PATRICK SCHOOL,PINELLAS
SAINT PATRICKS,DUVAL,ST. PATRICKS,DUVAL
SAINT PAUL CATHOLIC,ESCAMBIA,ST. PAUL CATHOLIC,ESCAMBIA
SAINT PAUL CATHOLIC SCHOOL,PINELLAS,ST. PAUL CATHOLIC SCHOOL,PINELLAS
SAINT PAUL CATHOLIC SCHOOL,VOLUSIA,ST. PAUL CATHOLIC SCHOOL,VOLUSIA
SAINT PAUL CATHOLIC SCHOOL,DUVAL,ST. PAUL'S CATHOLIC SCHOOL,DUVAL
SAINT PAUL LUTHERAN SCHOOL,POLK,ST. PAUL LUTHERAN SCHOOL,POLK
SAINT PAUL'S CATHOLIC SCHOOL,DUVAL,ST. PAUL'S CATHOLIC SCHOOL,DUVAL
SAINT PAUL'S CATHOLIC SCHOOL,LAKE,ST. PAUL'S CATHOLIC SCHOOL,LAKE
SAINT PAUL'S SCHOOL,PINELLAS,ST. PAUL'S SCHOOL,PINELLAS
SAINT PETER CLAVER,HILLSBOROUGH,ST. PETER CLAVER,HILLSBOROUGH
SAINT PETERS CATHOLIC SCHOOL,VOLUSIA,ST. PETERS CATHOLIC SCHOOL,VOLUSIA
SAINT PETERSBURG CATHOLIC HIGH SCHOOL,PINELLAS,ST. PETERSBURG CATHOLIC HIGH SCHOOL,PINELLAS
SAINT PETERSBURG CHRISTIAN SCHOOL,PINELLAS,ST. PETERSBURG CHRISTIAN SCHOOL,PINELLAS
SAINT PETERSBURG COLLEGE,UNKNOWN,ST. PETERSBURG COLLEGE,PINELLAS
SAINT ROSE OF LIMA,MIAMI-DADE,ST. ROSE OF LIMA,MIAMI-DADE
SAINT STEPHEN'S EPISCOPAL SCHOOL,MANATEE,ST. STEPHEN'S EPISCOPAL SCHOOL,MANATEE
SAINT TERESA CATHOLIC SCHOOL,BREVARD,ST. TERESA CATHOLIC SCHOOL,BREVARD
SAINT THERESA CATHOLIC SCHOOL,MIAMI-DADE,ST. THERESA CATHOLIC SCHOOL,MIAMI-DADE
SAINT THOMAS AQUINAS HIGH SCHOOL,BROWARD,ST. THOMAS AQUINAS HIGH SCHOOL,BROWARD
SAINT THOMAS UNIVERSITY,MIAMI-DADE,ST. THOMAS UNIVERSITY,MIAMI-DADE
SAINT TIMOTHY CATHOLIC PARISH SCHOOL,MIAMI-DADE,ST. TIMOTHY CATHOLIC PARISH SCHOOL,MIAMI-DADE
SAINT TIMOTHY PARISH SCHOOL,MIAMI-DADE,ST. TIMOTHY CATHOLIC PARISH SCHOOL,MIAMI-DADE
SAINT VINCENT FERRER,PALM BEACH,ST. VINCENT FERRER,PALM BEACH
SAINT VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDIC,UNKNOWN,ST. VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICAL CENTER,DUVAL
SAINT VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICA,UNKNOWN,ST. VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICAL CENTER,DUVAL
SAINT VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICAL CENTER,UNKNOWN,ST. VINCENT RIVERSIDE HOSPITAL/ ORANGE PARK MEDICAL CENTER,DUVAL
SAINTS PETER PAUL SCHOOL,MIAMI-DADE,SAINTS PETER PAUL SCHOOL,MIAMI-DADE
SALAH TAWFIK ELEMENTARY MIDDLE SCHOOL,BROWARD,SALAH TAWFIK ELEMENTARY SCHOOL MIDDLE SCHOOL,BROWARD
SALLIE JONES ELEMENTARY SCHOOL,CHARLOTTE,SALLIE JONES ELEMENTARY SCHOOL,CHARLOTTE
SALLY RIDE ELEMENTARY,ORANGE,SALLY RIDE ELEMENTARY SCHOOL,ORANGE
SALLY RIDE ELEMENTARY SCHOOL,ORANGE,SALLY RIDE ELEMENTARY SCHOOL,ORANGE
SALLYE B. MATHIS ELEMENTARY SCHOOL,DUVAL,SALLYE B. MATHIS ELEMENTARY SCHOOL,DUVAL
SAME AS ABOVE,UNKNOWN,,
SAME: CORK ELEMENTARY SCHOOL,UNKNOWN,,
SAMOSET ELEMENTARY SCHOOL,MANATEE,SAMOSET ELEMENTARY SCHOOL,MANATEE
SAMSULA ACADEMY,VOLUSIA,SAMSULA ACADEMY,VOLUSIA
SAMUEL S. GAINES ACADEMY OF EMERGING TECHNOLOGIES,ST. LUCIE,SAMUEL S. GAINES ACADEMY OF EMERGING TECHNOLOGIES,ST. LUCIE
SAMUEL W. WOLFSON HIGH SCHOOL,DUVAL,SAMUEL W. WOLFSON HIGH SCHOOL,DUVAL
SAN ANTONIO ELEMENTARY SCHOOL,PASCO,SAN ANTONIO ELEMENTARY SCHOOL,PASCO
SAN CARLOS PARK ELEMENTARY SCHOOL,LEE,SAN CARLOS PARK ELEMENTARY SCHOOL,LEE
SAN CHRISTOPHER BY THE SEA,UNKNOWN,SAN CHRISTOPHER BY THE SEA,MIAMI-DADE
SAN IGNACIO COLLEGE,MIAMI-DADE,SAN IGNACIO COLLEGE,MIAMI-DADE
SAN IGNACIO COLLEGE,UNKNOWN,SAN IGNACIO COLLEGE,MIAMI-DADE
SAN JOSE CATHOLIC GRADE SCHOOL,DUVAL,SAN JOSE CATHOLIC GRADE SCHOOL,DUVAL
SAN JOSE ELEMENTARY SCHOOL,DUVAL,SAN JOSE ELEMENTARY SCHOOL,DUVAL
SAN JOSE ELEMENTARY SCHOOL,PINELLAS,SAN JOSE ELEMENTARY SCHOOL,PINELLAS
SAN JOSE EPISCOPAL DAY SCHOOL,DUVAL,SAN JOSE EPISCOPAL DAY SCHOOL,DUVAL
SAN JOSE PREP,DUVAL,SAN JOSE PREP,DUVAL
SAN JOSE PRIMARY SCHOOL,DUVAL,SAN JOSE PRIMARY SCHOOL,DUVAL
SAN JUAN DEL RIO CATHOLIC SCHOOL,ST. JOHNS,SAN JUAN DEL RIO CATHOLIC SCHOOL,ST. JOHNS
SAN MATEO ELEMENTARY SCHOOL,DUVAL,SAN MATEO ELEMENTARY SCHOOL,DUVAL
SAN PABLO ELEMENTARY SCHOOL,DUVAL,SAN PABLO ELEMENTARY SCHOOL,DUVAL
SAND LAKE ELEMENTARY,ORANGE,SAND LAKE ELEMENTARY SCHOOL,ORANGE
SAND PINE ELEMENTARY SCHOOL,PASCO,SAND PINE ELEMENTARY SCHOOL,PASCO
SANDALWOOD HIGH SCHOOL,DUVAL,SANDALWOOD HIGH SCHOOL,DUVAL
SANDERS MEMORIAL ELEMENTARY SCHOOL,PASCO,SANDERS MEMORIAL ELEMENTARY SCHOOL,PASCO
SANDERS PARK ELEMENTARY SCHOOL,BROWARD,SANDERS PARK ELEMENTARY SCHOOL,BROWARD
SANDHILL ELEMENTARY SCHOOL,POLK,SANDHILL ELEMENTARY SCHOOL,POLK
SANDPIPER ELEMENTARY SCHOOL,BROWARD,SANDPIPER ELEMENTARY SCHOOL,BROWARD
SANDPIPER SHORES ELEMENTARY SCHOOL,PALM BEACH,SANDPIPER SHORES ELEMENTARY SCHOOL,PALM BEACH
