school,county
SILVER SANDS-EXCEP. CHILDREN,OKALOOSA
W. C. PRYOR MIDDLE SCHOOL,OKALOOSA
WALKER ELEMENTARY SCHOOL,OKALOOSA
OKEECHOBEE CHRISTIAN ACADEMY,OKEECHOBEE
OSCEOLA MIDDLE SCHOOL,OKEECHOBEE
AVALON ELEMENTARY,ORANGE
BAY LAKE ELEMENTARY,ORANGE
BONNEVILLE ELEMENTARY,ORANGE
BRIDGEWATER MIDDLE,ORANGE
CHRISTIAN LEARNING ACADEMY APOPKA INC.,ORANGE
DOWNEY CHRISTIAN SCHOOL,ORANGE
EAGLE CREEK ELEMENTARY,ORANGE
EAGLES NEST ELEMENTARY,ORANGE
ENGELWOOD ELEMENTARY,ORANGE
FOREST CITY S.D.A.,ORANGE
FREEDOM MIDDLE,ORANGE
GLENRIDGE MIDDLE,ORANGE
KEENES CROSSING ELEMENTARY,ORANGE
LAKE GEORGE ELEMENTARY,ORANGE
LAUREATE PARK ELEMENTARY,ORANGE
LIBERTY MIDDLE,ORANGE
MEADOW WOODS ELEMENTARY,ORANGE
MILLENNIA GARDENS ELEMENTARY,ORANGE
MONTESSORI WAY SCHOOL,ORANGE
OAK HILL ELEMENTARY,ORANGE
OAK RIDGE HIGH,ORANGE
OAKSHIRE ELEMENTARY,ORANGE
ODYSSEY MIDDLE,ORANGE
ONE ACCORD CHRISTIAN ACADEMY,ORANGE
ORANGE TECHNICAL COLLEGE WESTSIDE CAMPUS,ORANGE
ORANGEWOOD CHRISTIAN SCHOOL 7-12,ORANGE
PALMETTO ELEMENTARY,ORANGE
PRECIOUS CREATIONS,ORANGE
RAISING KNOWLEDGE ACADEMY INC.,ORANGE
ROSEMONT ELEMENTARY,ORANGE
SALLY RIDE ELEMENTARY,ORANGE
THE CONRAD ACADEMY,ORANGE
UCP PINE HILLS CHARTER,ORANGE
VISTA LAKES ELEMENTARY,ORANGE
WINDERMERE PREPARATORY SCHOOL,ORANGE
WOLF LAKE ELEMENTARY,ORANGE
BRIDGEPREP ACADEMY OSCEOLA COUNTY,OSCEOLA
HARMONY MIDDLE SCHOOL,OSCEOLA
HICKORY TREE ELEMENTARY SCHOOL,OSCEOLA
IGNYTE PERFORMING ARTS LEARNING CENTER,OSCEOLA
KOA ELEMENTARY SCHOOL,OSCEOLA
NARCOOSSEE ELEMENTARY SCHOOL,OSCEOLA
PARKWAY MIDDLE SCHOOL,OSCEOLA
POINCIANA ACADEMY OF FINE ARTS,OSCEOLA
PROFESSIONAL & TECHNICAL HIGH SCHOOL,OSCEOLA
RENAISSANCE CHARTER SCHOOL AT BOGGY CREEK,OSCEOLA
ST. CLOUD MIDDLE SCHOOL,OSCEOLA
ST. CLOUD PREPARATORY ACADEMY,OSCEOLA
SUNSHINE STATE ELITE ACADEMY LLC,OSCEOLA
THE VINE CHRISTIAN ACADEMY,OSCEOLA
VICTORY CHARTER SCHOOL,OSCEOLA
WESTSIDE K-8 SCHOOL,OSCEOLA
ADVENT LUTHERAN SCHOOL,PALM BEACH
ALEXANDER W. DREYFOOS SCHOOL OF THE ARTS,PALM BEACH
ALLAMANDA ELEMENTARY SCHOOL,PALM BEACH
AMERICAN HERITAGE SCHOOL OF BOCA/DELRAY,PALM BEACH
ATLANTIC HIGH SCHOOL,PALM BEACH
BERKSHIRE ELEMENTARY SCHOOL,PALM BEACH
BOCA RATON COMMUNITY HIGH SCHOOL,PALM BEACH
BOCA RATON PREPARATORY SCHOOL,PALM BEACH
CALUSA ELEMENTARY SCHOOL,PALM BEACH
CONNISTON MIDDLE SCHOOL,PALM BEACH
CORAL REEF ELEMENTARY SCHOOL,PALM BEACH
CROSSROADS ACADEMY,PALM BEACH
DR. MARY MCLEOD BETHUNE ELEMENTARY,PALM BEACH
DWIGHT D. EISENHOWER ELEMENTARY SCHOOL,PALM BEACH
FOREST HILL COMMUNITY HIGH SCHOOL,PALM BEACH
FREEDOM SHORES ELEMENTARY SCHOOL,PALM BEACH
FRENCH AMERICAN SCHOOL OF BOCA RATON,PALM BEACH
GLADES CENTRAL HIGH SCHOOL,PALM BEACH
GOVE ELEMENTARY SCHOOL,PALM BEACH
GRASSY WATERS ELEMENTARY SCHOOL,PALM BEACH
HIGHLAND ELEMENTARY SCHOOL,PALM BEACH
J. C. MITCHELL ELEMENTARY SCHOOL,PALM BEACH
LAKE SHORE MIDDLE SCHOOL,PALM BEACH
LANTANA MIDDLE ADULT EDUCATION CENTER,PALM BEACH
LOXAHATCHEE GROVES ELEMENTARY,PALM BEACH
MORIKAMI PARK ELEMENTARY SCHOOL,PALM BEACH
OMNI MIDDLE SCHOOL,PALM BEACH
PALM BEACH CHRISTIAN ACADEMY,PALM BEACH
PALM BEACH GARDENS ELEMENTARY SCHOOL,PALM BEACH
PALM BEACH LAKES HIGH SCHOOL,PALM BEACH
PALM SPRINGS ELEMENTARY SCHOOL,PALM BEACH
PARK VISTA COMMUNITY HIGH SCHOOL,PALM BEACH
PLUMOSA SCHOOL OF THE ARTS,PALM BEACH
POLO PARK MIDDLE SCHOOL,PALM BEACH
PROVIDENCE EDUCATION GROUP LLC,PALM BEACH
SAINT ANDREW'S SCHOOL,PALM BEACH
SANDPIPER SHORES ELEMENTARY SCHOOL,PALM BEACH
SANTALUCES COMMUNITY HIGH,PALM BEACH
SUNCOAST COMMUNITY HIGH SCHOOL,PALM BEACH
TORAH ACADEMY OF BOCA RATON,PALM BEACH
TRINITY CHRISTIAN SCHOOL OF P.B GARDENS,PALM BEACH
U. B. KINSEY/PALMVIEW ELEMENTARY,PALM BEACH
VERDE K-8,PALM BEACH
WESTWARD ELEMENTARY SCHOOL,PALM BEACH
WHISPERING PINES ELEMENTARY SCHOOL,PALM BEACH
CHESTER W. TAYLOR JR. ELEMENTARY SCHOOL,PASCO
CLASSICAL PREPARATORY SCHOOL,PASCO
CONNERTON ELEMENTARY SCHOOL,PASCO
LAND O' LAKES CHRISTIAN SCHOOL,PASCO
LONGLEAF ELEMENTARY SCHOOL,PASCO
NEW RIVER ELEMENTARY SCHOOL,PASCO
ODESSA ELEMENTARY SCHOOL,PASCO
QUAIL HOLLOW ELEMENTARY SCHOOL,PASCO
SAN ANTONIO ELEMENTARY SCHOOL,PASCO
SUNRAY ELEMENTARY SCHOOL,PASCO
WESLEY CHAPEL HIGH SCHOOL,PASCO
WIREGRASS RANCH HIGH SCHOOL,PASCO
ADMIRAL FARRAGUT ACADEMY,PINELLAS
CLASSICAL CHRISTIAN SCHOOL FOR THE ARTS INC.,PINELLAS
DISSTON ACADEMY,PINELLAS
DIXIE HOLLINS ADULT EDUCATION CENTER,PINELLAS
DUNEDIN ELEMENTARY SCHOOL,PINELLAS
EISENHOWER ELEMENTARY SCHOOL,PINELLAS
ESPIRITU SANTO CATHOLIC SCHOOL,PINELLAS
FITZGERALD MIDDLE SCHOOL,PINELLAS
FOREST LAKES ELEMENTARY SCHOOL,PINELLAS
JOHN M. SEXTON ELEMENTARY SCHOOL,PINELLAS
KESWICK CHRISTIAN SCHOOL,PINELLAS
LARGO HIGH SCHOOL,PINELLAS
NORTHBAY CHRISTIAN ACADEMY,PINELLAS
OAK GROVE MIDDLE SCHOOL,PINELLAS
OAKHURST ELEMENTARY SCHOOL,PINELLAS
PINELLAS PREPARATORY ACADEMY,PINELLAS
PINELLAS TECHNICAL COLLEGE - ST PETERSBURG,PINELLAS
PLATO ACADEMY OF ST.PETERSBURG,PINELLAS
PONCE DE LEON ELEMENTARY SCHOOL,PINELLAS
RIDGECREST ELEMENTARY SCHOOL,PINELLAS
SAFETY HARBOR MIDDLE SCHOOL,PINELLAS
SAINT PETERSBURG CHRISTIAN SCHOOL,PINELLAS
SEMINOLE HIGH SCHOOL,PINELLAS
ST. PETERSBURG COLLEGIATE HIGH SCHOOL,PINELLAS
SURGE CHRISTIAN ACADEMY,PINELLAS
TARPON SPRINGS FUNDAMENTAL ELE,PINELLAS
ALTA VISTA ELEMENTARY SCHOOL,POLK
AUBURNDALE CENTRAL ELEMENTARY SCHOOL,POLK
BEN HILL GRIFFIN JR ELEMENTARY SCHOOL,POLK
BRILLIANT MINDS EARLY LEARNING ACADEMY,POLK
CENTRAL FLORIDA AEROSPACE ACADEMY,POLK
CITRUS RIDGE A CIVICS ACADEMY,POLK
EAGLE LAKE ELEMENTARY SCHOOL,POLK
FIRST METHODIST SCHOOL INC.,POLK
FLORAL AVENUE ELEMENTARY SCHOOL,POLK
FORT MEADE MIDDLE/SENIOR HIGH SCHOOL,POLK
INWOOD ELEMENTARY SCHOOL,POLK
LAKE MARION CREEK MIDDLE SCHOOL,POLK
LAKELAND MONTESSORI SCHOOL HOUSE,POLK
LANDMARK CHRISTIAN SCHOOL,POLK
LANGUAGE & LITERACY ACADEMY FOR LEARNING,POLK
MCKEEL ACADEMY OF TECHNOLOGY,POLK
MCKEEL ELEMENTARY ACADEMY,POLK
NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT,POLK
NEW BEGINNINGS HIGH SCHOOL,POLK
OASIS CHRISTIAN ACADEMY,POLK
RIDGE TECHNICAL COLLEGE,POLK
ROOSEVELT ACADEMY,POLK
SOUTH MCKEEL ACADEMY,POLK
THE ROBERTS ACADEMY,POLK
UNKNOWN,POLK
VICTORY CHRISTIAN ACADEMY,POLK
WONDERHERE ACADEMY,POLK
ELEANOR H. MILLER SCHOOL,PUTNAM
PUTNAM DISTRICT OFFICE,PUTNAM
ROBERT H. JENKINS JUNIOR MIDDLE,PUTNAM
WILLIAM D. MOSELEY ELEMENTARY SCHOOL,PUTNAM
CENTRAL SCHOOL,SANTA ROSA
CHUMUCKLA ELEMENTARY SCHOOL,SANTA ROSA
HOLLEY-NAVARRE PRIMARY,SANTA ROSA
JAY ELEMENTARY SCHOOL,SANTA ROSA
MARTIN LUTHER KING MIDDLE SCHOOL,SANTA ROSA
WEST NAVARRE INTERMEDIATE SCHOOL,SANTA ROSA
WOODLAWN BEACH MIDDLE SCHOOL,SANTA ROSA
ESTHER'S SCHOOL SARASOTA,SARASOTA
PINE VIEW SCHOOL,SARASOTA
SARASOTA HIGH SCHOOL,SARASOTA
SOUTHSIDE ELEMENTARY SCHOOL,SARASOTA
VENICE MIDDLE SCHOOL,SARASOTA
ADVANCE LEARNING ACADEMY,SEMINOLE
CARILLON ELEMENTARY SCHOOL,SEMINOLE
CHILES MIDDLE SCHOOL,SEMINOLE
CITY CHURCH ACADEMY,SEMINOLE
FOREST CITY ELEMENTARY SCHOOL,SEMINOLE
HEATHROW ELEMENTARY SCHOOL,SEMINOLE
HOLY CROSS LUTHERAN ACADEMY,SEMINOLE
INDIAN TRAILS MIDDLE SCHOOL,SEMINOLE
INTERNATIONAL COMMUNITY SCHOOL,SEMINOLE
LONGWOOD COMMUNITY PRESCHOOL ACADEMY,SEMINOLE
MARKHAM WOODS MIDDLE SCHOOL,SEMINOLE
OVIEDO HIGH SCHOOL,SEMINOLE
ROCK LAKE MIDDLE SCHOOL,SEMINOLE
SOCRATES PREPARATORY SCHOOL,SEMINOLE
ST. LUKE'S LUTHERAN SCHOOL,SEMINOLE
STERLING PARK ELEMENTARY SCHOOL,SEMINOLE
THE GENEVA SCHOOL,SEMINOLE
WEKIVA ELEMENTARY SCHOOL,SEMINOLE
WILSON ELEMENTARY SCHOOL,SEMINOLE
WINTER SPRINGS ELEMENTARY SCHOOL,SEMINOLE
ARK CHRISTIAN ACADEMY,ST. JOHNS
COLLAGE DAY SCHOOL,ST. JOHNS
DURBIN CREEK ELEMENTARY SCHOOL,ST. JOHNS
ST. JOHN'S ACADEMY,ST. JOHNS
ST. JOHNS TECHNICAL HIGH SCHOOL,ST. JOHNS
TIMBERLIN CREEK ELEMENTARY SCHOOL,ST. JOHNS
ACCELERATION ACADEMY,ST. LUCIE
ALL VILLAGES CHRISTIAN SCHOOL,ST. LUCIE
CHRIST LUTHERAN SCHOOL,ST. LUCIE
FAIRLAWN ELEMENTARY SCHOOL,ST. LUCIE
FAU/SLCSD PALM POINTE EDUCATIONAL RESEARCH SCHOOL @ TRADITION,ST. LUCIE
FRANCES K. SWEET ELEMENTARY SCHOOL,ST. LUCIE
LOVING CARE YOUNG ACHIEVERS CLUB,ST. LUCIE
MORNINGSIDE ELEMENTARY SCHOOL,ST. LUCIE
PARKWAY ELEMENTARY SCHOOL,ST. LUCIE
SOMERSET ACADEMY ST. LUCIE,ST. LUCIE
THE PURE ACADEMY,ST. LUCIE
VILLAGE GREEN ENVIRONMENTAL STUDIES SCHOOL,ST. LUCIE
BRANFORD HIGH SCHOOL,SUWANNEE
TABERNACLE BAPTIST SCHOOLS,SUWANNEE
TAYLOR COUNTY HIGH SCHOOL,TAYLOR
TAYLOR COUNTY MIDDLE SCHOOL,TAYLOR
TAYLOR COUNTY PRIMARY SCHOOL,TAYLOR
UNION COUNTY ADULT HIGH SCHOOL,UNION
EASTERN FLORIDA STATE COLLEGE,UNKNOWN
FIRST BAPTIST ACADEMY OF JACKSONVILLE BATRAM,UNKNOWN
FLETCHER HIGH SCHOOL,UNKNOWN
MIAMI-DADE - BRIDGEPREP ACADEMY OF VILLAGE GREEN,UNKNOWN
MIAMI-DADE - HUBERT O. SIBLEY K-8 ACADEMY,UNKNOWN
MIAMI-DADE - WEST HIALEAH GARDENS ELEMENTARY SCHOOL,UNKNOWN
WESTVIEW PRIMARY SCHOOL,UNKNOWN
ATLANTIC HIGH SCHOOL,VOLUSIA
BEYOND BORDERS CHRISTIAN SCHOOL INC,VOLUSIA
BLUE JAY ACADEMY,VOLUSIA
CAMPBELL MIDDLE SCHOOL,VOLUSIA
CHAMPION ELEMENTARY SCHOOL,VOLUSIA
DAYTONA BEACH CHRISTIAN ACADEMY,VOLUSIA
DELTONA CHRISTIAN SCHOOL,VOLUSIA
EASTER SEALS CHILD DEVELOPMENT CENTER DAYTONA BEACH,VOLUSIA
FREEDOM ELEMENTARY SCHOOL,VOLUSIA
GEORGE W. MARKS ELEMENTARY SCHOOL,VOLUSIA
HORIZON ELEMENTARY SCHOOL,VOLUSIA
IVY HAWN CHARTER SCHOOL OF THE ARTS,VOLUSIA
NEW SMYRNA BEACH HIGH SCHOOL,VOLUSIA
PALM TERRACE ELEMENTARY SCHOOL,VOLUSIA
PATHWAYS ELEMENTARY SCHOOL,VOLUSIA
PIERSON ELEMENTARY SCHOOL,VOLUSIA
SOUTH DAYTONA ELEMENTARY SCHOOL,VOLUSIA
TOMOKA ELEMENTARY SCHOOL,VOLUSIA
TURIE T. SMALL ELEMENTARY SCHOOL,VOLUSIA
WOODWARD AVENUE ELEMENTARY SCHOOL,VOLUSIA
ADULT/COMMUNITY EDUCATION,WAKULLA
RIVERSPRINGS MIDDLE SCHOOL,WAKULLA
FIRST CHRISTIAN ACADEMY,WALTON
FREEPORT SENIOR HIGH SCHOOL,WALTON
PAXTON SCHOOL,WALTON
WALTON ACADEMY INC.,WALTON
VERNON ELEMENTARY SCHOOL,WASHINGTON
VERNON MIDDLE SCHOOL,WASHINGTON
NOVA SOUTHEASTERN UNIVERSITY- EAST CAMPUS,BROWARD
SOUTH FLORIDA BIBLE COLLEGE & THEOLOGICAL SEMINARY,BROWARD
UNIVERSITY OF FORT LAUDERDALE,BROWARD
AVE MARIA UNIVERSITY,COLLIER
FLORIDA GATEWAY COLLEGE,COLUMBIA
BRAVE CHRISTIAN COLLEGE,MIAMI-DADE
MIAMI DADE COLLEGE - HIALEAH CAMPUS,MIAMI-DADE
MIAMI DADE COLLEGE- KENDALL CAMPUS,MIAMI-DADE
MIAMI DADE COLLEGE- NORTH CAMPUS,MIAMI-DADE
NOVA SOUTHEASTERN UNIVERSITY- NORTH MIAMI BEACH CAMPUS,MIAMI-DADE
FLORIDA CAREER COLLEGE,HILLSBOROUGH
HILLSBOROUGH COMMUNITY COLLEGE- PLANT CITY CAMPUS,HILLSBOROUGH
INTERNATIONAL INSTITUTE OF ORTHOTICS AND PROSTHETICS,HILLSBOROUGH
NOVA SOUTHEASTERN UNIVERSITY FORT MYERS,LEE
STATE COLLEGE OF FLORIDA SARASOTA-MANATEE,MANATEE
COLLEGE OF THE FLORIDA KEYS,MONROE
FULL SAIL UNIVERSITY,ORANGE
VALENCIA COLLEGE- WINTER PARK CENTER,ORANGE
PALM BEACH STATE COLLEGE- BOCA RATON CAMPUS,PALM BEACH
PASCO-HERNANDO STATE COLLEGE- EAST CAMPUS,PASCO
ST. PETERSBURG COLLEGE- DOWNTOWN CENTER,PINELLAS
ST. PETERSBURG COLLEGE- SEMINOLE CAMPUS,PINELLAS
AVEDA INSTITUTE,UNKNOWN
BROWARD INSTITUTE OF PUBLIC SAFETY,UNKNOWN
CAMPBELL UNIVERSITY,UNKNOWN
FLORIDA TECHNICAL COLLEGE,UNKNOWN
MIAMI DADE COLLEGE- WOLFSON CAMPUS,UNKNOWN
MIAMI-DADE COLLEGE NORTH CAMPUS,UNKNOWN
NY INSTITUTE OF ART & DESIGN,UNKNOWN
RIDGE TECHNICAL COLLEGE,UNKNOWN
PHOENIX EAST AVIATION,VOLUSIA
PHOENIX EAST AVIATION: FLIGHT SCHOOL,VOLUSIA
ALACHUA ELEMENTARY SCHOOL,ALACHUA
SIDNEY LANIER CENTER,ALACHUA
BAKER DISTRICT OFFICE,BAKER
HOLY NATIVITY EPISCOPAL SCHOOL,BAY
TYNDALL ACADEMY,BAY
ANDREW JACKSON MIDDLE SCHOOL,BREVARD
EDGEWOOD JRSR. HS,BREVARD
EMMA JEWEL CHARTER ACADEMY,BREVARD
GEMINI ELEMENTARY SCHOOL,BREVARD
"JOHN F. TURNER, SENIOR ELEMENTARY SCHOOL",BREVARD
PARKHURST ACADEMY INC.,BREVARD
RIVIERA ELEMENTARY SCHOOL,BREVARD
SAINT MARYS CATHOLIC SCHOOL,BREVARD
SURFSIDE ELEMENTARY SCHOOL,BREVARD
VIERA CHARTER SCHOOL,BREVARD
BAIR MIDDLE SCHOOL,BROWARD
BEACHSIDE MONTESSORI VILLAGE,BROWARD
BETHANY CHRISTIAN SCHOOL,BROWARD
BOYD H. ANDERSON HIGH SCHOOL,BROWARD
CENTRAL PARK ELEMENTARY SCHOOL,BROWARD
CHALLENGER ELEMENTARY SCHOOL,BROWARD
CITY OF PEMBROKE PINES CENTRAL CAMPUS MIDDLE,BROWARD
COCONUT PALM ELEMENTARY SCHOOL,BROWARD
COOPER CITY ELEMENTARY SCHOOL,BROWARD
CORAL SPRINGS PK-8,BROWARD
COUNTRY HILLS ELEMENTARY SCHOOL,BROWARD
CROISSANT PARK ELEMENTARY SCHOOL,BROWARD
CROSS CREEK SCHOOL,BROWARD
DOLPHIN BAY ELEMENTARY SCHOOL,BROWARD
FALCON COVE MIDDLE SCHOOL,BROWARD
FRANKLIN ACADEMY F,BROWARD
FRANKLIN ACADEMY PEMBROKE PINES,BROWARD
LAKE FOREST ELEMENTARY SCHOOL,BROWARD
MILLENNIUM 6-12 COLLEGIATE ACADEMY,BROWARD
NEW RENAISSANCE MIDDLE SCHOOL,BROWARD
NOVA HIGH SCHOOL,BROWARD
PARK LAKES ELEMENTARY SCHOOL,BROWARD
PARKWAY CHRISTIAN SCHOOL,BROWARD
PINEWOOD ELEMENTARY SCHOOL,BROWARD
PIONEER MIDDLE SCHOOL,BROWARD
SAWGRASS ELEMENTARY SCHOOL,BROWARD
SHEPHERD OF THE COAST,BROWARD
SILVER PALMS ELEMENTARY SCHOOL,BROWARD
SILVER SHORES ELEMENTARY SCHOOL,BROWARD
STRANAHAN HIGH SCHOOL,BROWARD
VIRGINIA SHUMAN YOUNG ELEMENTARY SCHOOL,BROWARD
WATKINS ELEMENTARY SCHOOL,BROWARD
WESTGLADES MIDDLE SCHOOL,BROWARD
ALTHA PUBLIC SCHOOL,CALHOUN
COMMUNITY CHRISTIAN SCHOOL,CHARLOTTE
PUNTA GORDA MIDDLE SCHOOL,CHARLOTTE
VINELAND ELEMENTARY SCHOOL,CHARLOTTE
LECANTO MIDDLE SCHOOL,CITRUS
CLAY HILL ELEMENTARY SCHOOL,CLAY
MCRAE ELEMENTARY SCHOOL,CLAY
ROBERT M. PATERSON ELEMENTARY,CLAY
ST JOHNS CLASSICAL ACADEMY,CLAY
THUNDERBOLT ELEMENTARY SCHOOL,CLAY
WILKINSON ELEMENTARY,CLAY
COMMUNITY SCHOOL OF NAPLES,COLLIER
GULF COAST CHARTER ACADEMY SOUTH,COLLIER
LELY HIGH SCHOOL,COLLIER
MANATEE MIDDLE SCHOOL,COLLIER
THE PHOENIX PROGRAM NAPLES,COLLIER
ACADEMIR CHARTER SCHOOL PREPARATORY,MIAMI-DADE
ACADEMIR CHARTER SCHOOL WEST,MIAMI-DADE
ADVANCE ACHIEVERS ACADEMY,MIAMI-DADE
ALONZO & TRACY MOURNING SENIOR HIGH SCHOOL,MIAMI-DADE
AMERICA'S CHRISTIAN FUTURE PRESCHOOL ELEM,MIAMI-DADE
ARCHIMEDEAN UPPER CONSERVATORY,MIAMI-DADE
BEN SHEPPARD ELEMENTARY SCHOOL,MIAMI-DADE
BOB GRAHAM EDUCATION CENTER,MIAMI-DADE
BRIDGEPREP ACADEMY SOUTH,MIAMI-DADE
CALUSA ELEMENTARY SCHOOL,MIAMI-DADE
CARIBBEAN K-8 CENTER,MIAMI-DADE
"CHARLES DAVID WYCHE, JR ELEMENTARY SCHOOL",MIAMI-DADE
CORAL PARK CHRISTIAN ACADEMY,MIAMI-DADE
COUNTRY CLUB MIDDLE SCHOOL,MIAMI-DADE
CRESTVIEW ELEMENTARY SCHOOL,MIAMI-DADE
DAVID LAWRENCE JR. K-8 CENTER,MIAMI-DADE
DEVON AIRE K-8 CENTER,MIAMI-DADE
DORAL ACADEMY CHARTER MIDDLE SCHOOL,MIAMI-DADE
DORAL INTERNATIONAL ACADEMY OF MATH AND SCIENCE,MIAMI-DADE
DR. TONI BILBAO PREPARATORY ACADEMY,MIAMI-DADE
FAIRLAWN ELEMENTARY SCHOOL,MIAMI-DADE
GEORGE WASHINGTON CARVER MIDDLE SCHOOL,MIAMI-DADE
HAMMOCKS MIDDLE SCHOOL,MIAMI-DADE
HAPPY MEMORIES LEARNING CENTER 2,MIAMI-DADE
HIALEAH GARDENS ELEMENTARY SCHOOL,MIAMI-DADE
HIALEAH GARDENS SENIOR HIGH SCHOOL,MIAMI-DADE
HIGHPOINT ACADEMY INC.,MIAMI-DADE
INTERNATIONAL BILINGUAL MONTESSORI SCHOOL,MIAMI-DADE
JACK DAVID GORDON ELEMENTARY SCHOOL,MIAMI-DADE
JORGE MAS CANOSA MIDDLE SCHOOL,MIAMI-DADE
KEY BISCAYNE K-8 CENTER,MIAMI-DADE
KEYS GATE CHARTER HIGH SCHOOL,MIAMI-DADE
KEYS GATE CHARTER SCHOOL,MIAMI-DADE
KINLOCH PARK MIDDLE SCHOOL,MIAMI-DADE
LAMAR LOUISE CURRY MIDDLE SCHOOL,MIAMI-DADE
LINDA LENTIN K-8 CENTER,MIAMI-DADE
MADIE IVES K-8 PREPARATORY ACADEMY,MIAMI-DADE
MAST ACADEMY SCHOOL,MIAMI-DADE
MAST@FIU,MIAMI-DADE
MATER ACADEMY,MIAMI-DADE
MATER ACADEMY BAY ELEMENTARY,MIAMI-DADE
MATER ACADEMY CHARTER MIDDLE,MIAMI-DADE
MATER GARDENS ACADEMY,MIAMI-DADE
MEADOWLANE ELEMENTARY SCHOOL,MIAMI-DADE
MIAMI COMMUNITY CHARTER HIGH SCHOOL,MIAMI-DADE
MIAMI CORAL PARK SENIOR HIGH,MIAMI-DADE
MIAMI PALMETTO SENIOR HIGH SCHOOL,MIAMI-DADE
MIAMI SHORES ELEMENTARY SCHOOL,MIAMI-DADE
NORMA BUTLER BOSSARD ELEMENTARY SCHOOL,MIAMI-DADE
NORTH MIAMI MIDDLE SCHOOL,MIAMI-DADE
NORTH MIAMI SENIOR HIGH SCHOOL,MIAMI-DADE
OUR LADY OF LOURDES ACADEMY,MIAMI-DADE
PALM GLADES PREPARATORY ACADEMY,MIAMI-DADE
PONCE DE LEON MIDDLE SCHOOL,MIAMI-DADE
SAINT ROSE OF LIMA,MIAMI-DADE
SILVER BLUFF ELEMENTARY SCHOOL,MIAMI-DADE
SOUTH DADE MIDDLE SCHOOL,MIAMI-DADE
SOUTHWEST MIAMI SENIOR HIGH,MIAMI-DADE
SPANISH LAKE ELEMENTARY SCHOOL,MIAMI-DADE
SPRINGVIEW ELEMENTARY SCHOOL,MIAMI-DADE
ST. THOMAS THE APOSTLE,MIAMI-DADE
STELLAR LEADERSHIP ACADEMY,MIAMI-DADE
SWEETWATER ELEMENTARY SCHOOL,MIAMI-DADE
TERRA ENVIRONMENTAL RESEARCH INSTITUTE,MIAMI-DADE
TINY SMILE LEARNING CENTER,MIAMI-DADE
WESTMINSTER CHRISTIAN SCHOOL,MIAMI-DADE
YOUNG WOMENS PREPARATORY ACADEMY,MIAMI-DADE
JAMES M. ANDERSON ELEMENTARY SCHOOL,DIXIE
ARLINGTON ELEMENTARY SCHOOL,DUVAL
BARTRAM SPRINGS ELEMENTARY,DUVAL
BAYVIEW ELEMENTARY SCHOOL,DUVAL
CHATMAN'S CHRISTIAN ACADEMY,DUVAL
CHATMAN'S EARLY LEARNING CHRISTIAN ACAD,DUVAL
FLETCHER HIGH SCHOOL,DUVAL
GARDEN CITY ELEMENTARY SCHOOL,DUVAL
GRACE LUTHERAN SCHOOL,DUVAL
KINGS TRAIL ELEMENTARY SCHOOL,DUVAL
LITTLE FOUNTAINS OF LIGHT LEARNING CENTER,DUVAL
LORETTO ELEMENTARY SCHOOL,DUVAL
"MARTIN LUTHER KING, JR ELEMENTARY SCHOOL",DUVAL
MAYPORT ELEMENTARY SCHOOL,DUVAL
PALM AVENUE EXCEP. STUDENT CENTER,DUVAL
PARKWOOD HEIGHTS ELEMENTARY SCHOOL,DUVAL
R. V. DANIELS ELEMENTARY SCHOOL,DUVAL
RIVER CITY SCIENCE ACADEMY,DUVAL
SOUTHSIDE MIDDLE SCHOOL,DUVAL
TWIN LAKES ACADEMY ELEMENTARY SCHOOL,DUVAL
A. K. SUTER ELEMENTARY SCHOOL,ESCAMBIA
CATHOLIC HIGH SCHOOL,ESCAMBIA
EPISCOPAL DAY SCHOOL CHRIST CHURCH,ESCAMBIA
GLOBAL LEARNING ACADEMY,ESCAMBIA
PENSACOLA HIGH SCHOOL,ESCAMBIA
WARRINGTON MIDDLE SCHOOL,ESCAMBIA
FIRST BAPTIST CHRISTIAN ACADEMY,FLAGLER
FRANKLIN COUNTY LEARNING CENTER,FRANKLIN
FRANKLIN DISTRICT OFFICE,FRANKLIN
LABELLE HIGH SCHOOL,HENDRY
GREAT COMMISSION BIBLE INSTITUTE,HIGHLANDS
MEMORIAL ELEMENTARY SCHOOL,HIGHLANDS
PARK ELEMENTARY SCHOOL,HIGHLANDS
BENITO MIDDLE SCHOOL,HILLSBOROUGH
BING ELEMENTARY SCHOOL,HILLSBOROUGH
CIMINO ELEMENTARY SCHOOL,HILLSBOROUGH
ERWIN TECHNICAL COLLEGE,HILLSBOROUGH
LEGACY PREPARATORY ACADEMY,HILLSBOROUGH
LENNARD HIGH SCHOOL,HILLSBOROUGH
MENDENHALL ELEMENTARY SCHOOL,HILLSBOROUGH
MONROE MIDDLE MAGNET SCHOOL,HILLSBOROUGH
NEW SPRINGS SCHOOLS,HILLSBOROUGH
RAMPELLO K-8 MAGNET SCHOOL,HILLSBOROUGH
ROBINSON ELEMENTARY SCHOOL,HILLSBOROUGH
RODGERS MIDDLE MAGNET SCHOOL,HILLSBOROUGH
SCHMIDT ELEMENTARY SCHOOL,HILLSBOROUGH
SULPHUR SPRINGS K-8 SCHOOL,HILLSBOROUGH
TAMPA PINNACLE ACADEMY LLC,HILLSBOROUGH
